Store,DayOFridayWednesdayeek,Date,Sales,Customers,Popularity,StateHoliday,SchoolHoliday,IsStoreOpen,PopularityLevel,Store_is_Closed,PromoRunning
Store_ID 794,Sunday,May-14,0,0,0,No Holiday,Schools Open,Store Closed,Low Popularity,1,0
Store_ID 794,Monday,May-14,4174,632,0.0126,No Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 794,Tuesday,May-14,3042,525,0.0076,No Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 794,Wednesday,May-14,3421,553,0.009,No Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 794,Thursday,May-14,3127,558,0.0083,No Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 794,Friday,May-14,2973,534,0.0076,No Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 794,Saturday,May-14,2517,437,0.0052,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 794,Sunday,May-14,0,0,0,No Holiday,Schools Open,Store Closed,Low Popularity,1,0
Store_ID 794,Monday,May-14,3635,587,0.0102,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 794,Tuesday,May-14,3251,560,0.0087,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 794,Wednesday,May-14,2630,456,0.0057,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 794,Thursday,May-14,3422,564,0.0092,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 794,Friday,May-14,3069,523,0.0076,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 794,Saturday,May-14,2434,409,0.0047,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 794,Sunday,May-14,0,0,0,No Holiday,Schools Open,Store Closed,Low Popularity,1,0
Store_ID 794,Monday,May-14,3062,546,0.008,No Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 794,Tuesday,May-14,2823,486,0.0065,No Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 794,Wednesday,May-14,2823,500,0.0067,No Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 794,Thursday,May-14,3109,515,0.0076,No Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 794,Friday,May-14,3252,512,0.0079,No Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 794,Saturday,May-14,2557,390,0.0047,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 794,Sunday,May-14,0,0,0,No Holiday,Schools Open,Store Closed,Low Popularity,1,0
Store_ID 794,Monday,May-14,3207,523,0.008,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 794,Tuesday,May-14,2812,462,0.0062,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 794,Wednesday,May-14,3666,607,0.0106,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 794,Thursday,May-14,0,0,0,Public Holiday,Schools Open,Store Closed,Low Popularity,1,0
Store_ID 794,Friday,May-14,4410,676,0.0142,No Holiday,School Holiday,Store Open without Promo,Low Popularity,0,0
Store_ID 794,Saturday,May-14,2703,448,0.0058,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 794,Sunday,Jun-14,0,0,0,No Holiday,Schools Open,Store Closed,Low Popularity,1,0
Store_ID 794,Monday,Jun-14,3973,668,0.0126,No Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 794,Tuesday,Jun-14,3457,567,0.0093,No Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 794,Wednesday,Jun-14,3341,529,0.0084,No Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 794,Thursday,Jun-14,3531,609,0.0102,No Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 794,Friday,Jun-14,3615,584,0.0101,No Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 794,Saturday,Jun-14,2654,443,0.0056,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 794,Sunday,Jun-14,0,0,0,No Holiday,Schools Open,Store Closed,Low Popularity,1,0
Store_ID 794,Monday,Jun-14,0,0,0,Public Holiday,Schools Open,Store Closed,Low Popularity,1,0
Store_ID 794,Tuesday,Jun-14,3565,592,0.01,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 794,Wednesday,Jun-14,3005,503,0.0072,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 794,Thursday,Jun-14,3742,592,0.0105,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 794,Friday,Jun-14,3557,565,0.0096,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 794,Saturday,Jun-14,2554,392,0.0048,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 794,Sunday,Jun-14,0,0,0,No Holiday,Schools Open,Store Closed,Low Popularity,1,0
Store_ID 794,Monday,Jun-14,3037,536,0.0077,No Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 794,Tuesday,Jun-14,3002,532,0.0076,No Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 794,Wednesday,Jun-14,3202,562,0.0086,No Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 794,Thursday,Jun-14,3262,536,0.0083,Public Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 794,Friday,Jun-14,3071,527,0.0077,No Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 794,Saturday,Jun-14,2183,395,0.0041,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 794,Sunday,Jun-14,0,0,0,No Holiday,Schools Open,Store Closed,Low Popularity,1,0
Store_ID 794,Monday,Jun-14,3594,566,0.0097,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 794,Tuesday,Jun-14,3120,529,0.0079,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 794,Wednesday,Jun-14,2716,510,0.0066,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 794,Thursday,Jun-14,2627,496,0.0062,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 794,Friday,Jun-14,3016,511,0.0073,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 794,Saturday,Jun-14,2362,390,0.0044,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 794,Sunday,Jun-14,0,0,0,No Holiday,Schools Open,Store Closed,Low Popularity,1,0
Store_ID 794,Monday,Jun-14,4449,655,0.0139,No Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 794,Tuesday,Jul-14,3265,561,0.0087,No Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 794,Wednesday,Jul-14,3938,596,0.0112,No Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 794,Thursday,Jul-14,3421,531,0.0086,No Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 794,Friday,Jul-14,2968,490,0.0069,No Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 794,Saturday,Jul-14,2233,385,0.0041,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 794,Sunday,Jul-14,0,0,0,No Holiday,Schools Open,Store Closed,Low Popularity,1,0
Store_ID 794,Monday,Jul-14,3262,568,0.0088,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 794,Tuesday,Jul-14,2691,470,0.006,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 794,Wednesday,Jul-14,2999,517,0.0074,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 794,Thursday,Jul-14,3054,539,0.0078,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 794,Friday,Jul-14,3022,497,0.0072,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 794,Saturday,Jul-14,2532,413,0.005,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 794,Sunday,Jul-14,0,0,0,No Holiday,Schools Open,Store Closed,Low Popularity,1,0
Store_ID 794,Monday,Jul-14,3130,544,0.0081,No Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 794,Tuesday,Jul-14,2791,475,0.0063,No Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 794,Wednesday,Jul-14,3306,510,0.008,No Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 794,Thursday,Jul-14,3245,554,0.0086,No Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 794,Friday,Jul-14,3251,543,0.0084,No Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 794,Saturday,Jul-14,2032,376,0.0036,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 794,Sunday,Jul-14,0,0,0,No Holiday,Schools Open,Store Closed,Low Popularity,1,0
Store_ID 794,Monday,Jul-14,2978,522,0.0074,No Holiday,School Holiday,Store Open without Promo,Low Popularity,0,0
Store_ID 794,Tuesday,Jul-14,2766,452,0.006,No Holiday,School Holiday,Store Open without Promo,Low Popularity,0,0
Store_ID 794,Wednesday,Jul-14,2551,457,0.0056,No Holiday,School Holiday,Store Open without Promo,Low Popularity,0,0
Store_ID 794,Thursday,Jul-14,2896,485,0.0067,No Holiday,School Holiday,Store Open without Promo,Low Popularity,0,0
Store_ID 794,Friday,Jul-14,2939,487,0.0068,No Holiday,School Holiday,Store Open without Promo,Low Popularity,0,0
Store_ID 794,Saturday,Jul-14,2058,346,0.0034,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 794,Sunday,Jul-14,0,0,0,No Holiday,Schools Open,Store Closed,Low Popularity,1,0
Store_ID 794,Monday,Jul-14,3295,536,0.0084,No Holiday,School Holiday,Store Open with Promo,Low Popularity,0,1
Store_ID 794,Tuesday,Jul-14,2344,440,0.0049,No Holiday,School Holiday,Store Open with Promo,Low Popularity,0,1
Store_ID 794,Wednesday,Jul-14,3216,482,0.0074,No Holiday,School Holiday,Store Open with Promo,Low Popularity,0,1
Store_ID 794,Thursday,Jul-14,3841,574,0.0105,No Holiday,School Holiday,Store Open with Promo,Low Popularity,0,1
Store_ID 794,Friday,Aug-14,3207,530,0.0081,No Holiday,School Holiday,Store Open with Promo,Low Popularity,0,1
Store_ID 794,Saturday,Aug-14,2142,357,0.0036,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 794,Sunday,Aug-14,0,0,0,No Holiday,Schools Open,Store Closed,Low Popularity,1,0
Store_ID 794,Monday,Aug-14,3227,586,0.009,No Holiday,School Holiday,Store Open with Promo,Low Popularity,0,1
Store_ID 794,Tuesday,Aug-14,3156,538,0.0081,No Holiday,School Holiday,Store Open with Promo,Low Popularity,0,1
Store_ID 794,Wednesday,Aug-14,2991,518,0.0074,No Holiday,School Holiday,Store Open with Promo,Low Popularity,0,1
Store_ID 794,Thursday,Aug-14,3027,513,0.0074,No Holiday,School Holiday,Store Open with Promo,Low Popularity,0,1
Store_ID 794,Friday,Aug-14,2753,488,0.0064,No Holiday,School Holiday,Store Open with Promo,Low Popularity,0,1
Store_ID 794,Saturday,Aug-14,1924,357,0.0033,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 794,Sunday,Aug-14,0,0,0,No Holiday,Schools Open,Store Closed,Low Popularity,1,0
Store_ID 794,Monday,Aug-14,2998,512,0.0073,No Holiday,School Holiday,Store Open without Promo,Low Popularity,0,0
Store_ID 794,Tuesday,Aug-14,2832,497,0.0067,No Holiday,School Holiday,Store Open without Promo,Low Popularity,0,0
Store_ID 794,Wednesday,Aug-14,2690,464,0.0059,No Holiday,School Holiday,Store Open without Promo,Low Popularity,0,0
Store_ID 794,Thursday,Aug-14,2803,525,0.007,No Holiday,School Holiday,Store Open without Promo,Low Popularity,0,0
Store_ID 794,Friday,Aug-14,2607,449,0.0056,No Holiday,School Holiday,Store Open without Promo,Low Popularity,0,0
Store_ID 794,Saturday,Aug-14,2116,378,0.0038,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 794,Sunday,Aug-14,0,0,0,No Holiday,Schools Open,Store Closed,Low Popularity,1,0
Store_ID 794,Monday,Aug-14,2835,478,0.0065,No Holiday,School Holiday,Store Open with Promo,Low Popularity,0,1
Store_ID 794,Tuesday,Aug-14,2794,494,0.0066,No Holiday,School Holiday,Store Open with Promo,Low Popularity,0,1
Store_ID 794,Wednesday,Aug-14,2499,453,0.0054,No Holiday,School Holiday,Store Open with Promo,Low Popularity,0,1
Store_ID 794,Thursday,Aug-14,2776,504,0.0067,No Holiday,School Holiday,Store Open with Promo,Low Popularity,0,1
Store_ID 794,Friday,Aug-14,2964,501,0.0071,No Holiday,School Holiday,Store Open with Promo,Low Popularity,0,1
Store_ID 794,Saturday,Aug-14,2318,359,0.004,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 794,Sunday,Aug-14,0,0,0,No Holiday,Schools Open,Store Closed,Low Popularity,1,0
Store_ID 794,Monday,Aug-14,3184,544,0.0082,No Holiday,School Holiday,Store Open without Promo,Low Popularity,0,0
Store_ID 794,Tuesday,Aug-14,2555,476,0.0058,No Holiday,School Holiday,Store Open without Promo,Low Popularity,0,0
Store_ID 794,Wednesday,Aug-14,3121,513,0.0076,No Holiday,School Holiday,Store Open without Promo,Low Popularity,0,0
Store_ID 794,Thursday,Aug-14,2578,476,0.0058,No Holiday,School Holiday,Store Open without Promo,Low Popularity,0,0
Store_ID 794,Friday,Aug-14,3095,548,0.0081,No Holiday,School Holiday,Store Open without Promo,Low Popularity,0,0
Store_ID 794,Saturday,Aug-14,2334,412,0.0046,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 794,Sunday,Aug-14,0,0,0,No Holiday,Schools Open,Store Closed,Low Popularity,1,0
Store_ID 794,Monday,Sep-14,3670,613,0.0107,No Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 794,Tuesday,Sep-14,3425,559,0.0091,No Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 794,Wednesday,Sep-14,3372,555,0.0089,No Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 794,Thursday,Sep-14,2826,507,0.0068,No Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 794,Friday,Sep-14,2703,491,0.0063,No Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 794,Saturday,Sep-14,2120,345,0.0035,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 794,Sunday,Sep-14,0,0,0,No Holiday,Schools Open,Store Closed,Low Popularity,1,0
Store_ID 794,Monday,Sep-14,2948,557,0.0078,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 794,Tuesday,Sep-14,3031,502,0.0072,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 794,Wednesday,Sep-14,2922,530,0.0074,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 794,Thursday,Sep-14,3050,507,0.0074,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 794,Friday,Sep-14,3161,512,0.0077,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 794,Saturday,Sep-14,2438,399,0.0046,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 794,Sunday,Sep-14,0,0,0,No Holiday,Schools Open,Store Closed,Low Popularity,1,0
Store_ID 794,Monday,Sep-14,3256,541,0.0084,No Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 794,Tuesday,Sep-14,2858,472,0.0064,No Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 794,Wednesday,Sep-14,2673,468,0.006,No Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 794,Thursday,Sep-14,3109,554,0.0082,No Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 794,Friday,Sep-14,2926,513,0.0071,No Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 794,Saturday,Sep-14,1922,389,0.0036,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 794,Sunday,Sep-14,0,0,0,No Holiday,Schools Open,Store Closed,Low Popularity,1,0
Store_ID 794,Monday,Sep-14,3337,573,0.0091,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 794,Tuesday,Sep-14,2819,505,0.0068,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 794,Wednesday,Sep-14,3046,507,0.0074,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 794,Thursday,Sep-14,2843,514,0.007,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 794,Friday,Sep-14,3205,512,0.0078,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 794,Saturday,Sep-14,2150,360,0.0037,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 794,Sunday,Sep-14,0,0,0,No Holiday,Schools Open,Store Closed,Low Popularity,1,0
Store_ID 794,Monday,Sep-14,3356,541,0.0086,No Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 794,Tuesday,Sep-14,3304,529,0.0083,No Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 794,Wednesday,Oct-14,3531,571,0.0096,No Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 794,Thursday,Oct-14,3684,609,0.0107,No Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 794,Friday,Oct-14,0,0,0,Public Holiday,Schools Open,Store Closed,Low Popularity,1,0
Store_ID 794,Saturday,Oct-14,3093,515,0.0076,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 794,Sunday,Oct-14,0,0,0,No Holiday,Schools Open,Store Closed,Low Popularity,1,0
Store_ID 794,Monday,Oct-14,4088,641,0.0125,No Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 794,Tuesday,Oct-14,2971,539,0.0076,No Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 794,Wednesday,Oct-14,3097,528,0.0078,No Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 794,Thursday,Oct-14,3027,514,0.0074,No Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 794,Friday,Oct-14,2774,484,0.0064,No Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 794,Saturday,Oct-14,2358,410,0.0046,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 794,Sunday,Oct-14,0,0,0,No Holiday,Schools Open,Store Closed,Low Popularity,1,0
Store_ID 794,Monday,Oct-14,3409,563,0.0091,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 794,Tuesday,Oct-14,3027,526,0.0076,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 794,Wednesday,Oct-14,3208,531,0.0081,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 794,Thursday,Oct-14,3338,543,0.0086,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 794,Friday,Oct-14,3350,580,0.0093,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 794,Saturday,Oct-14,2189,370,0.0039,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 794,Sunday,Oct-14,0,0,0,No Holiday,Schools Open,Store Closed,Low Popularity,1,0
Store_ID 794,Monday,Oct-14,3467,585,0.0097,No Holiday,School Holiday,Store Open with Promo,Low Popularity,0,1
Store_ID 794,Tuesday,Oct-14,3077,458,0.0067,No Holiday,School Holiday,Store Open with Promo,Low Popularity,0,1
Store_ID 794,Wednesday,Oct-14,2405,409,0.0047,No Holiday,School Holiday,Store Open with Promo,Low Popularity,0,1
Store_ID 794,Thursday,Oct-14,3087,533,0.0078,No Holiday,School Holiday,Store Open with Promo,Low Popularity,0,1
Store_ID 794,Friday,Oct-14,2956,512,0.0072,No Holiday,School Holiday,Store Open with Promo,Low Popularity,0,1
Store_ID 794,Saturday,Oct-14,2192,397,0.0041,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 794,Sunday,Oct-14,0,0,0,No Holiday,Schools Open,Store Closed,Low Popularity,1,0
Store_ID 794,Monday,Oct-14,3013,537,0.0077,No Holiday,School Holiday,Store Open without Promo,Low Popularity,0,0
Store_ID 794,Tuesday,Oct-14,2734,470,0.0061,No Holiday,School Holiday,Store Open without Promo,Low Popularity,0,0
Store_ID 794,Wednesday,Oct-14,3063,528,0.0077,No Holiday,School Holiday,Store Open without Promo,Low Popularity,0,0
Store_ID 794,Thursday,Oct-14,4435,712,0.015,No Holiday,School Holiday,Store Open without Promo,Low Popularity,0,0
Store_ID 794,Friday,Oct-14,0,0,0,Public Holiday,School Holiday,Store Closed,Low Popularity,1,0
Store_ID 794,Saturday,Nov-14,3519,560,0.0094,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 794,Sunday,Nov-14,0,0,0,No Holiday,Schools Open,Store Closed,Low Popularity,1,0
Store_ID 794,Monday,Nov-14,3857,635,0.0117,No Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 794,Tuesday,Nov-14,3715,606,0.0107,No Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 794,Wednesday,Nov-14,3664,580,0.0101,No Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 794,Thursday,Nov-14,3542,578,0.0097,No Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 794,Friday,Nov-14,3522,592,0.0099,No Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 794,Saturday,Nov-14,2679,453,0.0058,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 794,Sunday,Nov-14,0,0,0,No Holiday,Schools Open,Store Closed,Low Popularity,1,0
Store_ID 794,Monday,Nov-14,3941,646,0.0121,No Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 794,Tuesday,Nov-14,3413,584,0.0095,No Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 794,Wednesday,Nov-14,2757,493,0.0065,No Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 794,Thursday,Nov-14,3587,572,0.0098,No Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 794,Friday,Nov-14,3511,573,0.0096,No Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 794,Saturday,Nov-14,2556,438,0.0053,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 794,Sunday,Nov-14,0,0,0,No Holiday,Schools Open,Store Closed,Low Popularity,1,0
Store_ID 794,Monday,Nov-14,3645,583,0.0101,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 794,Tuesday,Nov-14,3707,612,0.0108,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 794,Wednesday,Nov-14,0,0,0,Public Holiday,Schools Open,Store Closed,Low Popularity,1,0
Store_ID 794,Thursday,Nov-14,3955,658,0.0124,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 794,Friday,Nov-14,3654,627,0.0109,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 794,Saturday,Nov-14,2831,488,0.0066,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 794,Sunday,Nov-14,0,0,0,No Holiday,Schools Open,Store Closed,Low Popularity,1,0
Store_ID 794,Monday,Nov-14,3519,587,0.0098,No Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 794,Tuesday,Nov-14,3326,571,0.009,No Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 794,Wednesday,Nov-14,3389,562,0.0091,No Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 794,Thursday,Nov-14,4008,592,0.0113,No Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 794,Friday,Nov-14,3793,604,0.0109,No Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 794,Saturday,Nov-14,3224,516,0.0079,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 794,Sunday,Nov-14,0,0,0,No Holiday,Schools Open,Store Closed,Low Popularity,1,0
Store_ID 794,Monday,Dec-14,4212,722,0.0145,No Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 794,Tuesday,Dec-14,3971,639,0.0121,No Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 794,Wednesday,Dec-14,4114,625,0.0122,No Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 794,Thursday,Dec-14,3836,605,0.011,No Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 794,Friday,Dec-14,4578,696,0.0152,No Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 794,Saturday,Dec-14,3149,496,0.0074,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 794,Sunday,Dec-14,0,0,0,No Holiday,Schools Open,Store Closed,Low Popularity,1,0
Store_ID 794,Monday,Dec-14,3958,645,0.0122,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 794,Tuesday,Dec-14,3701,595,0.0105,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 794,Wednesday,Dec-14,3502,584,0.0097,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 794,Thursday,Dec-14,3768,609,0.0109,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 794,Friday,Dec-14,3724,602,0.0107,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 794,Saturday,Dec-14,3372,555,0.0089,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 794,Sunday,Dec-14,0,0,0,No Holiday,Schools Open,Store Closed,Low Popularity,1,0
Store_ID 794,Monday,Dec-14,4653,705,0.0156,No Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 794,Tuesday,Dec-14,3816,632,0.0115,No Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 794,Wednesday,Dec-14,3510,569,0.0095,No Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 794,Thursday,Dec-14,5067,741,0.0179,No Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 794,Friday,Dec-14,4016,629,0.012,No Holiday,Schools Open,Store Open with Promo,Low Popularity,0,1
Store_ID 794,Saturday,Dec-14,4008,639,0.0122,No Holiday,Schools Open,Store Open without Promo,Low Popularity,0,0
Store_ID 794,Sunday,Dec-14,0,0,0,No Holiday,Schools Open,Store Closed,Low Popularity,1,0
Store_ID 794,Monday,Dec-14,5920,900,0.0254,No Holiday,School Holiday,Store Open without Promo,Low Popularity,0,0
